scenario,run,week,store_id,model_id,demand_units,sold_units,stockout_units,ending_inventory_units,revenue
high_demand,2,1,ST017,MD019,1,0,1,0,0.0
high_demand,2,1,ST017,MD020,0,0,0,0,0.0
high_demand,2,1,ST017,MD021,7,4,3,0,100800.0
high_demand,2,1,ST017,MD022,0,0,0,0,0.0
high_demand,2,1,ST017,MD023,0,0,0,0,0.0
high_demand,2,1,ST017,MD024,2,1,1,0,16600.0
high_demand,2,1,ST017,MD025,0,0,0,0,0.0
high_demand,2,1,ST017,MD026,0,0,0,0,0.0
high_demand,2,1,ST017,MD027,2,1,1,0,46300.0
high_demand,2,1,ST017,MD028,0,0,0,0,0.0
high_demand,2,1,ST017,MD029,0,0,0,0,0.0
high_demand,2,1,ST017,MD030,0,0,0,0,0.0
high_demand,2,1,ST017,MD031,0,0,0,0,0.0
high_demand,2,1,ST017,MD032,0,0,0,0,0.0
high_demand,2,1,ST017,MD033,0,0,0,0,0.0
high_demand,2,1,ST017,MD034,0,0,0,0,0.0
high_demand,2,1,ST017,MD035,2,1,1,0,32400.0
high_demand,2,1,ST017,MD036,0,0,0,0,0.0
high_demand,2,1,ST017,MD037,0,0,0,0,0.0
high_demand,2,1,ST017,MD038,3,1,2,0,39900.0
high_demand,2,1,ST017,MD039,0,0,0,0,0.0
high_demand,2,1,ST017,MD040,0,0,0,0,0.0
high_demand,2,1,ST017,MD041,0,0,0,0,0.0
high_demand,2,1,ST017,MD042,0,0,0,0,0.0
high_demand,2,1,ST017,MD043,0,0,0,0,0.0
high_demand,2,1,ST017,MD044,1,0,1,0,0.0
high_demand,2,1,ST017,MD045,0,0,0,0,0.0
high_demand,2,1,ST017,MD046,1,0,1,0,0.0
high_demand,2,1,ST017,MD047,0,0,0,0,0.0
high_demand,2,1,ST017,MD048,0,0,0,0,0.0
high_demand,2,1,ST017,MD049,0,0,0,0,0.0
high_demand,2,1,ST017,MD050,2,1,1,0,97100.0
high_demand,2,1,ST017,MD051,0,0,0,0,0.0
high_demand,2,1,ST017,MD052,0,0,0,0,0.0
high_demand,2,1,ST017,MD053,0,0,0,0,0.0
high_demand,2,1,ST017,MD054,0,0,0,0,0.0
high_demand,2,1,ST017,MD055,0,0,0,0,0.0
high_demand,2,1,ST017,MD056,0,0,0,0,0.0
high_demand,2,1,ST017,MD057,0,0,0,0,0.0
high_demand,2,1,ST017,MD058,0,0,0,0,0.0
high_demand,2,1,ST017,MD059,0,0,0,0,0.0
high_demand,2,1,ST017,MD060,0,0,0,0,0.0
high_demand,2,1,ST018,MD001,0,0,0,0,0.0
high_demand,2,1,ST018,MD002,1,0,1,0,0.0
high_demand,2,1,ST018,MD003,0,0,0,0,0.0
high_demand,2,1,ST018,MD004,0,0,0,0,0.0
high_demand,2,1,ST018,MD005,0,0,0,0,0.0
high_demand,2,1,ST018,MD006,1,0,1,0,0.0
high_demand,2,1,ST018,MD007,0,0,0,0,0.0
high_demand,2,1,ST018,MD008,0,0,0,0,0.0
high_demand,2,1,ST018,MD009,1,0,1,0,0.0
high_demand,2,1,ST018,MD010,19,8,11,0,78400.0
high_demand,2,1,ST018,MD011,0,0,0,0,0.0
high_demand,2,1,ST018,MD012,4,2,2,0,18200.0
high_demand,2,1,ST018,MD013,0,0,0,0,0.0
high_demand,2,1,ST018,MD014,0,0,0,0,0.0
high_demand,2,1,ST018,MD015,0,0,0,0,0.0
high_demand,2,1,ST018,MD016,7,4,3,0,93200.0
high_demand,2,1,ST018,MD017,0,0,0,0,0.0
high_demand,2,1,ST018,MD018,0,0,0,0,0.0
high_demand,2,1,ST018,MD019,2,1,1,0,25600.0
high_demand,2,1,ST018,MD020,0,0,0,0,0.0
high_demand,2,1,ST018,MD021,10,6,4,0,151200.0
high_demand,2,1,ST018,MD022,0,0,0,0,0.0
high_demand,2,1,ST018,MD023,0,0,0,0,0.0
high_demand,2,1,ST018,MD024,3,2,1,0,33200.0
high_demand,2,1,ST018,MD025,0,0,0,0,0.0
high_demand,2,1,ST018,MD026,0,0,0,0,0.0
high_demand,2,1,ST018,MD027,3,2,1,0,92600.0
high_demand,2,1,ST018,MD028,0,0,0,0,0.0
high_demand,2,1,ST018,MD029,0,0,0,0,0.0
high_demand,2,1,ST018,MD030,1,0,1,0,0.0
high_demand,2,1,ST018,MD031,0,0,0,0,0.0
high_demand,2,1,ST018,MD032,0,0,0,0,0.0
high_demand,2,1,ST018,MD033,0,0,0,0,0.0
high_demand,2,1,ST018,MD034,0,0,0,0,0.0
high_demand,2,1,ST018,MD035,1,1,0,0,32400.0
high_demand,2,1,ST018,MD036,0,0,0,0,0.0
high_demand,2,1,ST018,MD037,0,0,0,0,0.0
high_demand,2,1,ST018,MD038,2,1,1,0,39900.0
high_demand,2,1,ST018,MD039,0,0,0,0,0.0
high_demand,2,1,ST018,MD040,0,0,0,0,0.0
high_demand,2,1,ST018,MD041,0,0,0,0,0.0
high_demand,2,1,ST018,MD042,0,0,0,0,0.0
high_demand,2,1,ST018,MD043,1,0,1,0,0.0
high_demand,2,1,ST018,MD044,2,1,1,0,66900.0
high_demand,2,1,ST018,MD045,0,0,0,0,0.0
high_demand,2,1,ST018,MD046,0,0,0,0,0.0
high_demand,2,1,ST018,MD047,0,0,0,0,0.0
high_demand,2,1,ST018,MD048,1,0,1,0,0.0
high_demand,2,1,ST018,MD049,0,0,0,0,0.0
high_demand,2,1,ST018,MD050,0,0,0,0,0.0
high_demand,2,1,ST018,MD051,0,0,0,0,0.0
high_demand,2,1,ST018,MD052,2,1,1,0,96000.0
high_demand,2,1,ST018,MD053,0,0,0,0,0.0
high_demand,2,1,ST018,MD054,0,0,0,0,0.0
high_demand,2,1,ST018,MD055,1,0,1,0,0.0
high_demand,2,1,ST018,MD056,0,0,0,0,0.0
high_demand,2,1,ST018,MD057,0,0,0,0,0.0
high_demand,2,1,ST018,MD058,0,0,0,0,0.0
high_demand,2,1,ST018,MD059,0,0,0,0,0.0
high_demand,2,1,ST018,MD060,0,0,0,0,0.0
high_demand,2,1,ST019,MD001,0,0,0,0,0.0
high_demand,2,1,ST019,MD002,1,0,1,0,0.0
high_demand,2,1,ST019,MD003,0,0,0,0,0.0
high_demand,2,1,ST019,MD004,0,0,0,0,0.0
high_demand,2,1,ST019,MD005,0,0,0,0,0.0
high_demand,2,1,ST019,MD006,1,0,1,0,0.0
high_demand,2,1,ST019,MD007,0,0,0,0,0.0
high_demand,2,1,ST019,MD008,0,0,0,0,0.0
high_demand,2,1,ST019,MD009,0,0,0,0,0.0
high_demand,2,1,ST019,MD010,4,3,1,0,29400.0
high_demand,2,1,ST019,MD011,0,0,0,0,0.0
high_demand,2,1,ST019,MD012,2,1,1,0,9100.0
high_demand,2,1,ST019,MD013,0,0,0,0,0.0
high_demand,2,1,ST019,MD014,0,0,0,0,0.0
high_demand,2,1,ST019,MD015,0,0,0,0,0.0
high_demand,2,1,ST019,MD016,5,2,3,0,46600.0
high_demand,2,1,ST019,MD017,1,1,0,0,19500.0
high_demand,2,1,ST019,MD018,0,0,0,0,0.0
high_demand,2,1,ST019,MD019,2,1,1,0,25600.0
high_demand,2,1,ST019,MD020,0,0,0,0,0.0
high_demand,2,1,ST019,MD021,2,1,1,0,25200.0
high_demand,2,1,ST019,MD022,0,0,0,0,0.0
high_demand,2,1,ST019,MD023,0,0,0,0,0.0
high_demand,2,1,ST019,MD024,2,1,1,0,16600.0
high_demand,2,1,ST019,MD025,0,0,0,0,0.0
high_demand,2,1,ST019,MD026,0,0,0,0,0.0
high_demand,2,1,ST019,MD027,2,1,1,0,46300.0
high_demand,2,1,ST019,MD028,0,0,0,0,0.0
high_demand,2,1,ST019,MD029,0,0,0,0,0.0
high_demand,2,1,ST019,MD030,1,0,1,0,0.0
high_demand,2,1,ST019,MD031,0,0,0,0,0.0
high_demand,2,1,ST019,MD032,1,0,1,0,0.0
high_demand,2,1,ST019,MD033,0,0,0,0,0.0
high_demand,2,1,ST019,MD034,0,0,0,0,0.0
high_demand,2,1,ST019,MD035,4,1,3,0,32400.0
high_demand,2,1,ST019,MD036,0,0,0,0,0.0
high_demand,2,1,ST019,MD037,0,0,0,0,0.0
high_demand,2,1,ST019,MD038,2,1,1,0,39900.0
high_demand,2,1,ST019,MD039,1,0,1,0,0.0
high_demand,2,1,ST019,MD040,0,0,0,0,0.0
high_demand,2,1,ST019,MD041,0,0,0,0,0.0
high_demand,2,1,ST019,MD042,0,0,0,0,0.0
high_demand,2,1,ST019,MD043,0,0,0,0,0.0
high_demand,2,1,ST019,MD044,0,0,0,0,0.0
high_demand,2,1,ST019,MD045,0,0,0,0,0.0
high_demand,2,1,ST019,MD046,0,0,0,0,0.0
high_demand,2,1,ST019,MD047,0,0,0,0,0.0
high_demand,2,1,ST019,MD048,0,0,0,0,0.0
high_demand,2,1,ST019,MD049,0,0,0,0,0.0
high_demand,2,1,ST019,MD050,1,0,1,0,0.0
high_demand,2,1,ST019,MD051,0,0,0,0,0.0
high_demand,2,1,ST019,MD052,0,0,0,0,0.0
high_demand,2,1,ST019,MD053,0,0,0,0,0.0
high_demand,2,1,ST019,MD054,0,0,0,0,0.0
high_demand,2,1,ST019,MD055,0,0,0,0,0.0
high_demand,2,1,ST019,MD056,0,0,0,0,0.0
high_demand,2,1,ST019,MD057,1,0,1,0,0.0
high_demand,2,1,ST019,MD058,0,0,0,0,0.0
high_demand,2,1,ST019,MD059,0,0,0,0,0.0
high_demand,2,1,ST019,MD060,0,0,0,0,0.0
high_demand,2,1,ST020,MD001,0,0,0,0,0.0
high_demand,2,1,ST020,MD002,1,0,1,0,0.0
high_demand,2,1,ST020,MD003,2,1,1,0,6300.0
high_demand,2,1,ST020,MD004,0,0,0,0,0.0
high_demand,2,1,ST020,MD005,0,0,0,0,0.0
high_demand,2,1,ST020,MD006,1,0,1,0,0.0
high_demand,2,1,ST020,MD007,0,0,0,0,0.0
high_demand,2,1,ST020,MD008,0,0,0,0,0.0
high_demand,2,1,ST020,MD009,1,0,1,0,0.0
high_demand,2,1,ST020,MD010,8,3,5,0,29400.0
high_demand,2,1,ST020,MD011,0,0,0,0,0.0
high_demand,2,1,ST020,MD012,7,4,3,0,36400.0
high_demand,2,1,ST020,MD013,0,0,0,0,0.0
high_demand,2,1,ST020,MD014,0,0,0,0,0.0
high_demand,2,1,ST020,MD015,0,0,0,0,0.0
high_demand,2,1,ST020,MD016,3,2,1,0,46600.0
high_demand,2,1,ST020,MD017,1,1,0,0,19500.0
high_demand,2,1,ST020,MD018,0,0,0,0,0.0
high_demand,2,1,ST020,MD019,1,0,1,0,0.0
high_demand,2,1,ST020,MD020,1,0,1,0,0.0
high_demand,2,1,ST020,MD021,2,1,1,0,25200.0
high_demand,2,1,ST020,MD022,0,0,0,0,0.0
high_demand,2,1,ST020,MD023,0,0,0,0,0.0
high_demand,2,1,ST020,MD024,2,1,1,0,16600.0
high_demand,2,1,ST020,MD025,0,0,0,0,0.0
high_demand,2,1,ST020,MD026,0,0,0,0,0.0
high_demand,2,1,ST020,MD027,1,0,1,0,0.0
high_demand,2,1,ST020,MD028,0,0,0,0,0.0
high_demand,2,1,ST020,MD029,0,0,0,0,0.0
high_demand,2,1,ST020,MD030,0,0,0,0,0.0
high_demand,2,1,ST020,MD031,0,0,0,0,0.0
high_demand,2,1,ST020,MD032,0,0,0,0,0.0
high_demand,2,1,ST020,MD033,0,0,0,0,0.0
high_demand,2,1,ST020,MD034,0,0,0,0,0.0
high_demand,2,1,ST020,MD035,1,0,1,0,0.0
high_demand,2,1,ST020,MD036,0,0,0,0,0.0
high_demand,2,1,ST020,MD037,0,0,0,0,0.0
high_demand,2,1,ST020,MD038,0,0,0,0,0.0
high_demand,2,1,ST020,MD039,0,0,0,0,0.0
high_demand,2,1,ST020,MD040,0,0,0,0,0.0
high_demand,2,1,ST020,MD041,0,0,0,0,0.0
high_demand,2,1,ST020,MD042,0,0,0,0,0.0
high_demand,2,1,ST020,MD043,0,0,0,0,0.0
high_demand,2,1,ST020,MD044,0,0,0,0,0.0
high_demand,2,1,ST020,MD045,0,0,0,0,0.0
high_demand,2,1,ST020,MD046,0,0,0,0,0.0
high_demand,2,1,ST020,MD047,0,0,0,0,0.0
high_demand,2,1,ST020,MD048,0,0,0,0,0.0
high_demand,2,1,ST020,MD049,0,0,0,0,0.0
high_demand,2,1,ST020,MD050,0,0,0,0,0.0
high_demand,2,1,ST020,MD051,0,0,0,0,0.0
high_demand,2,1,ST020,MD052,0,0,0,0,0.0
high_demand,2,1,ST020,MD053,0,0,0,0,0.0
high_demand,2,1,ST020,MD054,0,0,0,0,0.0
high_demand,2,1,ST020,MD055,0,0,0,0,0.0
high_demand,2,1,ST020,MD056,0,0,0,0,0.0
high_demand,2,1,ST020,MD057,0,0,0,0,0.0
high_demand,2,1,ST020,MD058,0,0,0,0,0.0
high_demand,2,1,ST020,MD059,0,0,0,0,0.0
high_demand,2,1,ST020,MD060,0,0,0,0,0.0
high_demand,2,1,ST021,MD001,1,0,1,0,0.0
high_demand,2,1,ST021,MD002,1,0,1,0,0.0
high_demand,2,1,ST021,MD003,1,0,1,0,0.0
high_demand,2,1,ST021,MD004,0,0,0,0,0.0
high_demand,2,1,ST021,MD005,0,0,0,0,0.0
high_demand,2,1,ST021,MD006,0,0,0,0,0.0
high_demand,2,1,ST021,MD007,1,0,1,0,0.0
high_demand,2,1,ST021,MD008,0,0,0,0,0.0
high_demand,2,1,ST021,MD009,0,0,0,0,0.0
high_demand,2,1,ST021,MD010,5,3,2,0,29400.0
high_demand,2,1,ST021,MD011,0,0,0,0,0.0
high_demand,2,1,ST021,MD012,8,6,2,0,54600.0
high_demand,2,1,ST021,MD013,0,0,0,0,0.0
high_demand,2,1,ST021,MD014,0,0,0,0,0.0
high_demand,2,1,ST021,MD015,0,0,0,0,0.0
high_demand,2,1,ST021,MD016,4,2,2,0,46600.0
high_demand,2,1,ST021,MD017,0,0,0,0,0.0
high_demand,2,1,ST021,MD018,0,0,0,0,0.0
high_demand,2,1,ST021,MD019,2,1,1,0,25600.0
high_demand,2,1,ST021,MD020,1,0,1,0,0.0
high_demand,2,1,ST021,MD021,5,3,2,0,75600.0
high_demand,2,1,ST021,MD022,0,0,0,0,0.0
high_demand,2,1,ST021,MD023,0,0,0,0,0.0
high_demand,2,1,ST021,MD024,2,1,1,0,16600.0
high_demand,2,1,ST021,MD025,0,0,0,0,0.0
high_demand,2,1,ST021,MD026,0,0,0,0,0.0
high_demand,2,1,ST021,MD027,2,1,1,0,46300.0
high_demand,2,1,ST021,MD028,0,0,0,0,0.0
high_demand,2,1,ST021,MD029,0,0,0,0,0.0
high_demand,2,1,ST021,MD030,0,0,0,0,0.0
high_demand,2,1,ST021,MD031,0,0,0,0,0.0
high_demand,2,1,ST021,MD032,1,0,1,0,0.0
high_demand,2,1,ST021,MD033,0,0,0,0,0.0
high_demand,2,1,ST021,MD034,0,0,0,0,0.0
high_demand,2,1,ST021,MD035,0,0,0,0,0.0
high_demand,2,1,ST021,MD036,0,0,0,0,0.0
high_demand,2,1,ST021,MD037,1,0,1,0,0.0
high_demand,2,1,ST021,MD038,1,1,0,0,39900.0
high_demand,2,1,ST021,MD039,0,0,0,0,0.0
high_demand,2,1,ST021,MD040,0,0,0,0,0.0
high_demand,2,1,ST021,MD041,0,0,0,0,0.0
high_demand,2,1,ST021,MD042,0,0,0,0,0.0
high_demand,2,1,ST021,MD043,1,0,1,0,0.0
high_demand,2,1,ST021,MD044,0,0,0,0,0.0
high_demand,2,1,ST021,MD045,0,0,0,0,0.0
high_demand,2,1,ST021,MD046,0,0,0,0,0.0
high_demand,2,1,ST021,MD047,0,0,0,0,0.0
high_demand,2,1,ST021,MD048,1,0,1,0,0.0
high_demand,2,1,ST021,MD049,0,0,0,0,0.0
high_demand,2,1,ST021,MD050,0,0,0,0,0.0
high_demand,2,1,ST021,MD051,0,0,0,0,0.0
high_demand,2,1,ST021,MD052,0,0,0,0,0.0
high_demand,2,1,ST021,MD053,0,0,0,0,0.0
high_demand,2,1,ST021,MD054,0,0,0,0,0.0
high_demand,2,1,ST021,MD055,0,0,0,0,0.0
high_demand,2,1,ST021,MD056,0,0,0,0,0.0
high_demand,2,1,ST021,MD057,0,0,0,0,0.0
high_demand,2,1,ST021,MD058,0,0,0,0,0.0
high_demand,2,1,ST021,MD059,0,0,0,0,0.0
high_demand,2,1,ST021,MD060,0,0,0,0,0.0
high_demand,2,1,ST022,MD001,1,1,0,0,7600.0
high_demand,2,1,ST022,MD002,4,3,1,0,23700.0
high_demand,2,1,ST022,MD003,3,2,1,0,12600.0
high_demand,2,1,ST022,MD004,0,0,0,0,0.0
high_demand,2,1,ST022,MD005,0,0,0,0,0.0
high_demand,2,1,ST022,MD006,4,3,1,0,39300.0
high_demand,2,1,ST022,MD007,0,0,0,0,0.0
high_demand,2,1,ST022,MD008,0,0,0,0,0.0
high_demand,2,1,ST022,MD009,0,0,0,0,0.0
high_demand,2,1,ST022,MD010,3,2,1,0,19600.0
high_demand,2,1,ST022,MD011,1,0,1,0,0.0
high_demand,2,1,ST022,MD012,10,5,5,0,45500.0
high_demand,2,1,ST022,MD013,0,0,0,0,0.0
high_demand,2,1,ST022,MD014,0,0,0,0,0.0
high_demand,2,1,ST022,MD015,0,0,0,0,0.0
high_demand,2,1,ST022,MD016,9,4,5,0,93200.0
high_demand,2,1,ST022,MD017,1,0,1,0,0.0
high_demand,2,1,ST022,MD018,0,0,0,0,0.0
high_demand,2,1,ST022,MD019,1,0,1,0,0.0
high_demand,2,1,ST022,MD020,1,0,1,0,0.0
high_demand,2,1,ST022,MD021,6,4,2,0,100800.0
high_demand,2,1,ST022,MD022,0,0,0,0,0.0
high_demand,2,1,ST022,MD023,0,0,0,0,0.0
high_demand,2,1,ST022,MD024,1,0,1,0,0.0
high_demand,2,1,ST022,MD025,0,0,0,0,0.0
high_demand,2,1,ST022,MD026,0,0,0,0,0.0
high_demand,2,1,ST022,MD027,1,1,0,0,46300.0
high_demand,2,1,ST022,MD028,0,0,0,0,0.0
high_demand,2,1,ST022,MD029,0,0,0,0,0.0
high_demand,2,1,ST022,MD030,1,0,1,0,0.0
high_demand,2,1,ST022,MD031,0,0,0,0,0.0
high_demand,2,1,ST022,MD032,0,0,0,0,0.0
high_demand,2,1,ST022,MD033,0,0,0,0,0.0
high_demand,2,1,ST022,MD034,0,0,0,0,0.0
high_demand,2,1,ST022,MD035,1,0,1,0,0.0
high_demand,2,1,ST022,MD036,0,0,0,0,0.0
high_demand,2,1,ST022,MD037,0,0,0,0,0.0
high_demand,2,1,ST022,MD038,2,1,1,0,39900.0
high_demand,2,1,ST022,MD039,1,1,0,0,51000.0
high_demand,2,1,ST022,MD040,0,0,0,0,0.0
high_demand,2,1,ST022,MD041,0,0,0,0,0.0
high_demand,2,1,ST022,MD042,0,0,0,0,0.0
high_demand,2,1,ST022,MD043,0,0,0,0,0.0
high_demand,2,1,ST022,MD044,0,0,0,0,0.0
high_demand,2,1,ST022,MD045,0,0,0,0,0.0
high_demand,2,1,ST022,MD046,0,0,0,0,0.0
high_demand,2,1,ST022,MD047,0,0,0,0,0.0
high_demand,2,1,ST022,MD048,0,0,0,0,0.0
high_demand,2,1,ST022,MD049,0,0,0,0,0.0
high_demand,2,1,ST022,MD050,0,0,0,0,0.0
high_demand,2,1,ST022,MD051,0,0,0,0,0.0
high_demand,2,1,ST022,MD052,1,0,1,0,0.0
high_demand,2,1,ST022,MD053,0,0,0,0,0.0
high_demand,2,1,ST022,MD054,0,0,0,0,0.0
high_demand,2,1,ST022,MD055,0,0,0,0,0.0
high_demand,2,1,ST022,MD056,0,0,0,0,0.0
high_demand,2,1,ST022,MD057,0,0,0,0,0.0
high_demand,2,1,ST022,MD058,0,0,0,0,0.0
high_demand,2,1,ST022,MD059,0,0,0,0,0.0
high_demand,2,1,ST022,MD060,0,0,0,0,0.0
high_demand,2,1,ST023,MD001,1,0,1,0,0.0
high_demand,2,1,ST023,MD002,3,1,2,0,7900.0
high_demand,2,1,ST023,MD003,1,1,0,0,6300.0
high_demand,2,1,ST023,MD004,0,0,0,0,0.0
high_demand,2,1,ST023,MD005,0,0,0,0,0.0
high_demand,2,1,ST023,MD006,1,0,1,0,0.0
high_demand,2,1,ST023,MD007,0,0,0,0,0.0
high_demand,2,1,ST023,MD008,0,0,0,0,0.0
high_demand,2,1,ST023,MD009,0,0,0,0,0.0
high_demand,2,1,ST023,MD010,4,3,1,0,29400.0
high_demand,2,1,ST023,MD011,0,0,0,0,0.0
high_demand,2,1,ST023,MD012,39,19,20,0,172900.0
high_demand,2,1,ST023,MD013,0,0,0,0,0.0
high_demand,2,1,ST023,MD014,0,0,0,0,0.0
high_demand,2,1,ST023,MD015,0,0,0,0,0.0
high_demand,2,1,ST023,MD016,5,2,3,0,46600.0
high_demand,2,1,ST023,MD017,0,0,0,0,0.0
high_demand,2,1,ST023,MD018,1,0,1,0,0.0
high_demand,2,1,ST023,MD019,1,1,0,0,25600.0
high_demand,2,1,ST023,MD020,0,0,0,0,0.0
high_demand,2,1,ST023,MD021,5,2,3,0,50400.0
high_demand,2,1,ST023,MD022,0,0,0,0,0.0
high_demand,2,1,ST023,MD023,0,0,0,0,0.0
high_demand,2,1,ST023,MD024,0,0,0,0,0.0
high_demand,2,1,ST023,MD025,0,0,0,0,0.0
high_demand,2,1,ST023,MD026,0,0,0,0,0.0
high_demand,2,1,ST023,MD027,2,1,1,0,46300.0
high_demand,2,1,ST023,MD028,0,0,0,0,0.0
high_demand,2,1,ST023,MD029,0,0,0,0,0.0
high_demand,2,1,ST023,MD030,0,0,0,0,0.0
high_demand,2,1,ST023,MD031,0,0,0,0,0.0
high_demand,2,1,ST023,MD032,0,0,0,0,0.0
high_demand,2,1,ST023,MD033,0,0,0,0,0.0
high_demand,2,1,ST023,MD034,0,0,0,0,0.0
high_demand,2,1,ST023,MD035,0,0,0,0,0.0
high_demand,2,1,ST023,MD036,0,0,0,0,0.0
high_demand,2,1,ST023,MD037,0,0,0,0,0.0
high_demand,2,1,ST023,MD038,1,0,1,0,0.0
high_demand,2,1,ST023,MD039,0,0,0,0,0.0
high_demand,2,1,ST023,MD040,0,0,0,0,0.0
high_demand,2,1,ST023,MD041,0,0,0,0,0.0
high_demand,2,1,ST023,MD042,0,0,0,0,0.0
high_demand,2,1,ST023,MD043,0,0,0,0,0.0
high_demand,2,1,ST023,MD044,0,0,0,0,0.0
high_demand,2,1,ST023,MD045,0,0,0,0,0.0
high_demand,2,1,ST023,MD046,0,0,0,0,0.0
high_demand,2,1,ST023,MD047,0,0,0,0,0.0
high_demand,2,1,ST023,MD048,0,0,0,0,0.0
high_demand,2,1,ST023,MD049,0,0,0,0,0.0
high_demand,2,1,ST023,MD050,0,0,0,0,0.0
high_demand,2,1,ST023,MD051,0,0,0,0,0.0
high_demand,2,1,ST023,MD052,0,0,0,0,0.0
high_demand,2,1,ST023,MD053,0,0,0,0,0.0
high_demand,2,1,ST023,MD054,0,0,0,0,0.0
high_demand,2,1,ST023,MD055,0,0,0,0,0.0
high_demand,2,1,ST023,MD056,0,0,0,0,0.0
high_demand,2,1,ST023,MD057,0,0,0,0,0.0
high_demand,2,1,ST023,MD058,0,0,0,0,0.0
high_demand,2,1,ST023,MD059,0,0,0,0,0.0
high_demand,2,1,ST023,MD060,0,0,0,0,0.0
high_demand,2,1,ST024,MD001,0,0,0,0,0.0
high_demand,2,1,ST024,MD002,2,1,1,0,7900.0
high_demand,2,1,ST024,MD003,2,1,1,0,6300.0
high_demand,2,1,ST024,MD004,0,0,0,0,0.0
high_demand,2,1,ST024,MD005,0,0,0,0,0.0
high_demand,2,1,ST024,MD006,1,0,1,0,0.0
high_demand,2,1,ST024,MD007,0,0,0,0,0.0
high_demand,2,1,ST024,MD008,0,0,0,0,0.0
high_demand,2,1,ST024,MD009,0,0,0,0,0.0
high_demand,2,1,ST024,MD010,11,8,3,0,78400.0
high_demand,2,1,ST024,MD011,0,0,0,0,0.0
high_demand,2,1,ST024,MD012,20,11,9,0,100100.0
high_demand,2,1,ST024,MD013,0,0,0,0,0.0
high_demand,2,1,ST024,MD014,0,0,0,0,0.0
high_demand,2,1,ST024,MD015,1,0,1,0,0.0
high_demand,2,1,ST024,MD016,13,6,7,0,139800.0
high_demand,2,1,ST024,MD017,0,0,0,0,0.0
high_demand,2,1,ST024,MD018,1,0,1,0,0.0
high_demand,2,1,ST024,MD019,4,2,2,0,51200.0
high_demand,2,1,ST024,MD020,0,0,0,0,0.0
high_demand,2,1,ST024,MD021,7,3,4,0,75600.0
high_demand,2,1,ST024,MD022,0,0,0,0,0.0
high_demand,2,1,ST024,MD023,0,0,0,0,0.0
high_demand,2,1,ST024,MD024,0,0,0,0,0.0
high_demand,2,1,ST024,MD025,0,0,0,0,0.0
high_demand,2,1,ST024,MD026,0,0,0,0,0.0
high_demand,2,1,ST024,MD027,1,0,1,0,0.0
high_demand,2,1,ST024,MD028,0,0,0,0,0.0
high_demand,2,1,ST024,MD029,0,0,0,0,0.0
high_demand,2,1,ST024,MD030,1,0,1,0,0.0
high_demand,2,1,ST024,MD031,0,0,0,0,0.0
high_demand,2,1,ST024,MD032,0,0,0,0,0.0
high_demand,2,1,ST024,MD033,0,0,0,0,0.0
high_demand,2,1,ST024,MD034,0,0,0,0,0.0
high_demand,2,1,ST024,MD035,0,0,0,0,0.0
high_demand,2,1,ST024,MD036,0,0,0,0,0.0
high_demand,2,1,ST024,MD037,0,0,0,0,0.0
high_demand,2,1,ST024,MD038,4,3,1,0,119700.0
high_demand,2,1,ST024,MD039,0,0,0,0,0.0
high_demand,2,1,ST024,MD040,0,0,0,0,0.0
high_demand,2,1,ST024,MD041,0,0,0,0,0.0
high_demand,2,1,ST024,MD042,0,0,0,0,0.0
high_demand,2,1,ST024,MD043,1,0,1,0,0.0
high_demand,2,1,ST024,MD044,0,0,0,0,0.0
high_demand,2,1,ST024,MD045,0,0,0,0,0.0
high_demand,2,1,ST024,MD046,0,0,0,0,0.0
high_demand,2,1,ST024,MD047,0,0,0,0,0.0
high_demand,2,1,ST024,MD048,0,0,0,0,0.0
high_demand,2,1,ST024,MD049,0,0,0,0,0.0
high_demand,2,1,ST024,MD050,0,0,0,0,0.0
high_demand,2,1,ST024,MD051,0,0,0,0,0.0
high_demand,2,1,ST024,MD052,0,0,0,0,0.0
high_demand,2,1,ST024,MD053,0,0,0,0,0.0
high_demand,2,1,ST024,MD054,0,0,0,0,0.0
high_demand,2,1,ST024,MD055,0,0,0,0,0.0
high_demand,2,1,ST024,MD056,0,0,0,0,0.0
high_demand,2,1,ST024,MD057,0,0,0,0,0.0
high_demand,2,1,ST024,MD058,0,0,0,0,0.0
high_demand,2,1,ST024,MD059,0,0,0,0,0.0
high_demand,2,1,ST024,MD060,0,0,0,0,0.0
high_demand,2,1,ST025,MD001,0,0,0,0,0.0
high_demand,2,1,ST025,MD002,2,1,1,0,7900.0
high_demand,2,1,ST025,MD003,2,2,0,0,12600.0
high_demand,2,1,ST025,MD004,0,0,0,0,0.0
high_demand,2,1,ST025,MD005,0,0,0,0,0.0
high_demand,2,1,ST025,MD006,0,0,0,0,0.0
high_demand,2,1,ST025,MD007,1,0,1,0,0.0
high_demand,2,1,ST025,MD008,0,0,0,0,0.0
high_demand,2,1,ST025,MD009,0,0,0,0,0.0
high_demand,2,1,ST025,MD010,21,12,9,0,117600.0
high_demand,2,1,ST025,MD011,0,0,0,0,0.0
high_demand,2,1,ST025,MD012,27,11,16,0,100100.0
high_demand,2,1,ST025,MD013,0,0,0,0,0.0
high_demand,2,1,ST025,MD014,0,0,0,0,0.0
high_demand,2,1,ST025,MD015,0,0,0,0,0.0
high_demand,2,1,ST025,MD016,9,5,4,0,116500.0
