week_start,week_number,store_id,model_id,units_sold,sales_value,is_festive_week
2025-06-30,44,ST003,MD029,0,0.0,0
2025-07-07,45,ST003,MD029,0,0.0,0
2025-07-14,46,ST003,MD029,0,0.0,0
2025-07-21,47,ST003,MD029,0,0.0,0
2025-07-28,48,ST003,MD029,0,0.0,0
2025-08-04,49,ST003,MD029,0,0.0,0
2025-08-11,50,ST003,MD029,0,0.0,0
2025-08-18,51,ST003,MD029,0,0.0,0
2025-08-25,52,ST003,MD029,0,0.0,0
2024-09-02,1,ST003,MD030,0,0.0,0
2024-09-09,2,ST003,MD030,0,0.0,0
2024-09-16,3,ST003,MD030,0,0.0,0
2024-09-23,4,ST003,MD030,0,0.0,0
2024-09-30,5,ST003,MD030,0,0.0,0
2024-10-07,6,ST003,MD030,0,0.0,1
2024-10-14,7,ST003,MD030,0,0.0,0
2024-10-21,8,ST003,MD030,0,0.0,0
2024-10-28,9,ST003,MD030,0,0.0,1
2024-11-04,10,ST003,MD030,0,0.0,0
2024-11-11,11,ST003,MD030,0,0.0,0
2024-11-18,12,ST003,MD030,0,0.0,0
2024-11-25,13,ST003,MD030,0,0.0,0
2024-12-02,14,ST003,MD030,0,0.0,0
2024-12-09,15,ST003,MD030,2,54400.0,0
2024-12-16,16,ST003,MD030,4,108800.0,0
2024-12-23,17,ST003,MD030,1,27200.0,0
2024-12-30,18,ST003,MD030,2,54400.0,0
2025-01-06,19,ST003,MD030,2,54400.0,0
2025-01-13,20,ST003,MD030,3,81600.0,0
2025-01-20,21,ST003,MD030,2,54400.0,0
2025-01-27,22,ST003,MD030,3,81600.0,0
2025-02-03,23,ST003,MD030,7,190400.0,0
2025-02-10,24,ST003,MD030,4,108800.0,0
2025-02-17,25,ST003,MD030,4,108800.0,0
2025-02-24,26,ST003,MD030,3,81600.0,0
2025-03-03,27,ST003,MD030,3,81600.0,0
2025-03-10,28,ST003,MD030,7,190400.0,0
2025-03-17,29,ST003,MD030,4,108800.0,0
2025-03-24,30,ST003,MD030,2,54400.0,0
2025-03-31,31,ST003,MD030,4,108800.0,0
2025-04-07,32,ST003,MD030,4,108800.0,0
2025-04-14,33,ST003,MD030,2,54400.0,0
2025-04-21,34,ST003,MD030,0,0.0,0
2025-04-28,35,ST003,MD030,1,27200.0,0
2025-05-05,36,ST003,MD030,1,27200.0,0
2025-05-12,37,ST003,MD030,1,27200.0,0
2025-05-19,38,ST003,MD030,0,0.0,0
2025-05-26,39,ST003,MD030,2,54400.0,0
2025-06-02,40,ST003,MD030,1,27200.0,0
2025-06-09,41,ST003,MD030,1,27200.0,0
2025-06-16,42,ST003,MD030,1,27200.0,0
2025-06-23,43,ST003,MD030,0,0.0,0
2025-06-30,44,ST003,MD030,0,0.0,0
2025-07-07,45,ST003,MD030,1,27200.0,0
2025-07-14,46,ST003,MD030,1,27200.0,0
2025-07-21,47,ST003,MD030,2,54400.0,0
2025-07-28,48,ST003,MD030,1,27200.0,0
2025-08-04,49,ST003,MD030,0,0.0,0
2025-08-11,50,ST003,MD030,0,0.0,0
2025-08-18,51,ST003,MD030,1,27200.0,0
2025-08-25,52,ST003,MD030,0,0.0,0
2024-09-02,1,ST003,MD031,1,38400.0,0
2024-09-09,2,ST003,MD031,0,0.0,0
2024-09-16,3,ST003,MD031,0,0.0,0
2024-09-23,4,ST003,MD031,0,0.0,0
2024-09-30,5,ST003,MD031,2,76800.0,0
2024-10-07,6,ST003,MD031,0,0.0,1
2024-10-14,7,ST003,MD031,0,0.0,0
2024-10-21,8,ST003,MD031,0,0.0,0
2024-10-28,9,ST003,MD031,1,38400.0,1
2024-11-04,10,ST003,MD031,1,38400.0,0
2024-11-11,11,ST003,MD031,0,0.0,0
2024-11-18,12,ST003,MD031,0,0.0,0
2024-11-25,13,ST003,MD031,2,76800.0,0
2024-12-02,14,ST003,MD031,0,0.0,0
2024-12-09,15,ST003,MD031,1,38400.0,0
2024-12-16,16,ST003,MD031,0,0.0,0
2024-12-23,17,ST003,MD031,0,0.0,0
2024-12-30,18,ST003,MD031,0,0.0,0
2025-01-06,19,ST003,MD031,0,0.0,0
2025-01-13,20,ST003,MD031,1,38400.0,0
2025-01-20,21,ST003,MD031,0,0.0,0
2025-01-27,22,ST003,MD031,2,76800.0,0
2025-02-03,23,ST003,MD031,0,0.0,0
2025-02-10,24,ST003,MD031,0,0.0,0
2025-02-17,25,ST003,MD031,1,38400.0,0
2025-02-24,26,ST003,MD031,2,76800.0,0
2025-03-03,27,ST003,MD031,0,0.0,0
2025-03-10,28,ST003,MD031,0,0.0,0
2025-03-17,29,ST003,MD031,0,0.0,0
2025-03-24,30,ST003,MD031,1,38400.0,0
2025-03-31,31,ST003,MD031,0,0.0,0
2025-04-07,32,ST003,MD031,0,0.0,0
2025-04-14,33,ST003,MD031,0,0.0,0
2025-04-21,34,ST003,MD031,0,0.0,0
2025-04-28,35,ST003,MD031,0,0.0,0
2025-05-05,36,ST003,MD031,0,0.0,0
2025-05-12,37,ST003,MD031,0,0.0,0
2025-05-19,38,ST003,MD031,0,0.0,0
2025-05-26,39,ST003,MD031,1,38400.0,0
2025-06-02,40,ST003,MD031,0,0.0,0
2025-06-09,41,ST003,MD031,0,0.0,0
2025-06-16,42,ST003,MD031,0,0.0,0
2025-06-23,43,ST003,MD031,0,0.0,0
2025-06-30,44,ST003,MD031,0,0.0,0
2025-07-07,45,ST003,MD031,0,0.0,0
2025-07-14,46,ST003,MD031,0,0.0,0
2025-07-21,47,ST003,MD031,0,0.0,0
2025-07-28,48,ST003,MD031,0,0.0,0
2025-08-04,49,ST003,MD031,0,0.0,0
2025-08-11,50,ST003,MD031,0,0.0,0
2025-08-18,51,ST003,MD031,0,0.0,0
2025-08-25,52,ST003,MD031,0,0.0,0
2024-09-02,1,ST003,MD032,2,84400.0,0
2024-09-09,2,ST003,MD032,3,126600.0,0
2024-09-16,3,ST003,MD032,2,84400.0,0
2024-09-23,4,ST003,MD032,5,211000.0,0
2024-09-30,5,ST003,MD032,4,168800.0,0
2024-10-07,6,ST003,MD032,8,337600.0,1
2024-10-14,7,ST003,MD032,3,126600.0,0
2024-10-21,8,ST003,MD032,6,253200.0,0
2024-10-28,9,ST003,MD032,5,211000.0,1
2024-11-04,10,ST003,MD032,1,42200.0,0
2024-11-11,11,ST003,MD032,0,0.0,0
2024-11-18,12,ST003,MD032,4,168800.0,0
2024-11-25,13,ST003,MD032,2,84400.0,0
2024-12-02,14,ST003,MD032,4,168800.0,0
2024-12-09,15,ST003,MD032,1,42200.0,0
2024-12-16,16,ST003,MD032,3,126600.0,0
2024-12-23,17,ST003,MD032,1,42200.0,0
2024-12-30,18,ST003,MD032,1,42200.0,0
2025-01-06,19,ST003,MD032,3,126600.0,0
2025-01-13,20,ST003,MD032,2,84400.0,0
2025-01-20,21,ST003,MD032,1,42200.0,0
2025-01-27,22,ST003,MD032,2,84400.0,0
2025-02-03,23,ST003,MD032,1,42200.0,0
2025-02-10,24,ST003,MD032,0,0.0,0
2025-02-17,25,ST003,MD032,1,42200.0,0
2025-02-24,26,ST003,MD032,0,0.0,0
2025-03-03,27,ST003,MD032,1,42200.0,0
2025-03-10,28,ST003,MD032,0,0.0,0
2025-03-17,29,ST003,MD032,3,126600.0,0
2025-03-24,30,ST003,MD032,1,42200.0,0
2025-03-31,31,ST003,MD032,1,42200.0,0
2025-04-07,32,ST003,MD032,1,42200.0,0
2025-04-14,33,ST003,MD032,2,84400.0,0
2025-04-21,34,ST003,MD032,0,0.0,0
2025-04-28,35,ST003,MD032,0,0.0,0
2025-05-05,36,ST003,MD032,0,0.0,0
2025-05-12,37,ST003,MD032,1,42200.0,0
2025-05-19,38,ST003,MD032,2,84400.0,0
2025-05-26,39,ST003,MD032,1,42200.0,0
2025-06-02,40,ST003,MD032,3,126600.0,0
2025-06-09,41,ST003,MD032,0,0.0,0
2025-06-16,42,ST003,MD032,1,42200.0,0
2025-06-23,43,ST003,MD032,0,0.0,0
2025-06-30,44,ST003,MD032,3,126600.0,0
2025-07-07,45,ST003,MD032,1,42200.0,0
2025-07-14,46,ST003,MD032,0,0.0,0
2025-07-21,47,ST003,MD032,0,0.0,0
2025-07-28,48,ST003,MD032,0,0.0,0
2025-08-04,49,ST003,MD032,0,0.0,0
2025-08-11,50,ST003,MD032,1,42200.0,0
2025-08-18,51,ST003,MD032,0,0.0,0
2025-08-25,52,ST003,MD032,2,84400.0,0
2024-09-02,1,ST003,MD033,0,0.0,0
2024-09-09,2,ST003,MD033,1,36100.0,0
2024-09-16,3,ST003,MD033,0,0.0,0
2024-09-23,4,ST003,MD033,1,36100.0,0
2024-09-30,5,ST003,MD033,0,0.0,0
2024-10-07,6,ST003,MD033,5,180500.0,1
2024-10-14,7,ST003,MD033,0,0.0,0
2024-10-21,8,ST003,MD033,0,0.0,0
2024-10-28,9,ST003,MD033,4,144400.0,1
2024-11-04,10,ST003,MD033,0,0.0,0
2024-11-11,11,ST003,MD033,0,0.0,0
2024-11-18,12,ST003,MD033,0,0.0,0
2024-11-25,13,ST003,MD033,0,0.0,0
2024-12-02,14,ST003,MD033,0,0.0,0
2024-12-09,15,ST003,MD033,1,36100.0,0
2024-12-16,16,ST003,MD033,0,0.0,0
2024-12-23,17,ST003,MD033,1,36100.0,0
2024-12-30,18,ST003,MD033,0,0.0,0
2025-01-06,19,ST003,MD033,0,0.0,0
2025-01-13,20,ST003,MD033,2,72200.0,0
2025-01-20,21,ST003,MD033,0,0.0,0
2025-01-27,22,ST003,MD033,0,0.0,0
2025-02-03,23,ST003,MD033,0,0.0,0
2025-02-10,24,ST003,MD033,0,0.0,0
2025-02-17,25,ST003,MD033,0,0.0,0
2025-02-24,26,ST003,MD033,1,36100.0,0
2025-03-03,27,ST003,MD033,0,0.0,0
2025-03-10,28,ST003,MD033,0,0.0,0
2025-03-17,29,ST003,MD033,0,0.0,0
2025-03-24,30,ST003,MD033,0,0.0,0
2025-03-31,31,ST003,MD033,0,0.0,0
2025-04-07,32,ST003,MD033,0,0.0,0
2025-04-14,33,ST003,MD033,0,0.0,0
2025-04-21,34,ST003,MD033,0,0.0,0
2025-04-28,35,ST003,MD033,0,0.0,0
2025-05-05,36,ST003,MD033,0,0.0,0
2025-05-12,37,ST003,MD033,0,0.0,0
2025-05-19,38,ST003,MD033,0,0.0,0
2025-05-26,39,ST003,MD033,0,0.0,0
2025-06-02,40,ST003,MD033,0,0.0,0
2025-06-09,41,ST003,MD033,1,36100.0,0
2025-06-16,42,ST003,MD033,0,0.0,0
2025-06-23,43,ST003,MD033,0,0.0,0
2025-06-30,44,ST003,MD033,0,0.0,0
2025-07-07,45,ST003,MD033,0,0.0,0
2025-07-14,46,ST003,MD033,0,0.0,0
2025-07-21,47,ST003,MD033,0,0.0,0
2025-07-28,48,ST003,MD033,0,0.0,0
2025-08-04,49,ST003,MD033,0,0.0,0
2025-08-11,50,ST003,MD033,0,0.0,0
2025-08-18,51,ST003,MD033,0,0.0,0
2025-08-25,52,ST003,MD033,0,0.0,0
2024-09-02,1,ST003,MD034,5,220500.0,0
2024-09-09,2,ST003,MD034,1,44100.0,0
2024-09-16,3,ST003,MD034,3,132300.0,0
2024-09-23,4,ST003,MD034,2,88200.0,0
2024-09-30,5,ST003,MD034,1,44100.0,0
2024-10-07,6,ST003,MD034,4,176400.0,1
2024-10-14,7,ST003,MD034,0,0.0,0
2024-10-21,8,ST003,MD034,0,0.0,0
2024-10-28,9,ST003,MD034,4,176400.0,1
2024-11-04,10,ST003,MD034,0,0.0,0
2024-11-11,11,ST003,MD034,0,0.0,0
2024-11-18,12,ST003,MD034,0,0.0,0
2024-11-25,13,ST003,MD034,1,44100.0,0
2024-12-02,14,ST003,MD034,3,132300.0,0
2024-12-09,15,ST003,MD034,3,132300.0,0
2024-12-16,16,ST003,MD034,1,44100.0,0
2024-12-23,17,ST003,MD034,0,0.0,0
2024-12-30,18,ST003,MD034,2,88200.0,0
2025-01-06,19,ST003,MD034,1,44100.0,0
2025-01-13,20,ST003,MD034,0,0.0,0
2025-01-20,21,ST003,MD034,0,0.0,0
2025-01-27,22,ST003,MD034,0,0.0,0
2025-02-03,23,ST003,MD034,1,44100.0,0
2025-02-10,24,ST003,MD034,0,0.0,0
2025-02-17,25,ST003,MD034,1,44100.0,0
2025-02-24,26,ST003,MD034,0,0.0,0
2025-03-03,27,ST003,MD034,0,0.0,0
2025-03-10,28,ST003,MD034,0,0.0,0
2025-03-17,29,ST003,MD034,0,0.0,0
2025-03-24,30,ST003,MD034,1,44100.0,0
2025-03-31,31,ST003,MD034,0,0.0,0
2025-04-07,32,ST003,MD034,0,0.0,0
2025-04-14,33,ST003,MD034,0,0.0,0
2025-04-21,34,ST003,MD034,0,0.0,0
2025-04-28,35,ST003,MD034,0,0.0,0
2025-05-05,36,ST003,MD034,0,0.0,0
2025-05-12,37,ST003,MD034,0,0.0,0
2025-05-19,38,ST003,MD034,0,0.0,0
2025-05-26,39,ST003,MD034,0,0.0,0
2025-06-02,40,ST003,MD034,0,0.0,0
2025-06-09,41,ST003,MD034,0,0.0,0
2025-06-16,42,ST003,MD034,0,0.0,0
2025-06-23,43,ST003,MD034,0,0.0,0
2025-06-30,44,ST003,MD034,0,0.0,0
2025-07-07,45,ST003,MD034,0,0.0,0
2025-07-14,46,ST003,MD034,0,0.0,0
2025-07-21,47,ST003,MD034,1,44100.0,0
2025-07-28,48,ST003,MD034,0,0.0,0
2025-08-04,49,ST003,MD034,0,0.0,0
2025-08-11,50,ST003,MD034,0,0.0,0
2025-08-18,51,ST003,MD034,0,0.0,0
2025-08-25,52,ST003,MD034,0,0.0,0
2024-09-02,1,ST003,MD035,0,0.0,0
2024-09-09,2,ST003,MD035,0,0.0,0
2024-09-16,3,ST003,MD035,0,0.0,0
2024-09-23,4,ST003,MD035,0,0.0,0
2024-09-30,5,ST003,MD035,0,0.0,0
2024-10-07,6,ST003,MD035,0,0.0,1
2024-10-14,7,ST003,MD035,0,0.0,0
2024-10-21,8,ST003,MD035,0,0.0,0
2024-10-28,9,ST003,MD035,0,0.0,1
2024-11-04,10,ST003,MD035,0,0.0,0
2024-11-11,11,ST003,MD035,0,0.0,0
2024-11-18,12,ST003,MD035,0,0.0,0
2024-11-25,13,ST003,MD035,0,0.0,0
2024-12-02,14,ST003,MD035,0,0.0,0
2024-12-09,15,ST003,MD035,0,0.0,0
2024-12-16,16,ST003,MD035,0,0.0,0
2024-12-23,17,ST003,MD035,0,0.0,0
2024-12-30,18,ST003,MD035,0,0.0,0
2025-01-06,19,ST003,MD035,0,0.0,0
2025-01-13,20,ST003,MD035,4,129600.0,0
2025-01-20,21,ST003,MD035,3,97200.0,0
2025-01-27,22,ST003,MD035,1,32400.0,0
2025-02-03,23,ST003,MD035,5,162000.0,0
2025-02-10,24,ST003,MD035,2,64800.0,0
2025-02-17,25,ST003,MD035,2,64800.0,0
2025-02-24,26,ST003,MD035,7,226800.0,0
2025-03-03,27,ST003,MD035,7,226800.0,0
2025-03-10,28,ST003,MD035,10,324000.0,0
2025-03-17,29,ST003,MD035,10,324000.0,0
2025-03-24,30,ST003,MD035,14,453600.0,0
2025-03-31,31,ST003,MD035,8,259200.0,0
2025-04-07,32,ST003,MD035,8,259200.0,0
2025-04-14,33,ST003,MD035,10,324000.0,0
2025-04-21,34,ST003,MD035,9,291600.0,0
2025-04-28,35,ST003,MD035,6,194400.0,0
2025-05-05,36,ST003,MD035,8,259200.0,0
2025-05-12,37,ST003,MD035,6,194400.0,0
2025-05-19,38,ST003,MD035,10,324000.0,0
2025-05-26,39,ST003,MD035,6,194400.0,0
2025-06-02,40,ST003,MD035,7,226800.0,0
2025-06-09,41,ST003,MD035,10,324000.0,0
2025-06-16,42,ST003,MD035,5,162000.0,0
2025-06-23,43,ST003,MD035,2,64800.0,0
2025-06-30,44,ST003,MD035,6,194400.0,0
2025-07-07,45,ST003,MD035,4,129600.0,0
2025-07-14,46,ST003,MD035,6,194400.0,0
2025-07-21,47,ST003,MD035,8,259200.0,0
2025-07-28,48,ST003,MD035,8,259200.0,0
2025-08-04,49,ST003,MD035,4,129600.0,0
2025-08-11,50,ST003,MD035,3,97200.0,0
2025-08-18,51,ST003,MD035,3,97200.0,0
2025-08-25,52,ST003,MD035,1,32400.0,0
2024-09-02,1,ST003,MD036,0,0.0,0
2024-09-09,2,ST003,MD036,0,0.0,0
2024-09-16,3,ST003,MD036,0,0.0,0
2024-09-23,4,ST003,MD036,0,0.0,0
2024-09-30,5,ST003,MD036,0,0.0,0
2024-10-07,6,ST003,MD036,0,0.0,1
2024-10-14,7,ST003,MD036,0,0.0,0
2024-10-21,8,ST003,MD036,0,0.0,0
2024-10-28,9,ST003,MD036,0,0.0,1
2024-11-04,10,ST003,MD036,0,0.0,0
2024-11-11,11,ST003,MD036,0,0.0,0
2024-11-18,12,ST003,MD036,0,0.0,0
2024-11-25,13,ST003,MD036,0,0.0,0
2024-12-02,14,ST003,MD036,0,0.0,0
2024-12-09,15,ST003,MD036,0,0.0,0
2024-12-16,16,ST003,MD036,0,0.0,0
2024-12-23,17,ST003,MD036,0,0.0,0
2024-12-30,18,ST003,MD036,0,0.0,0
2025-01-06,19,ST003,MD036,0,0.0,0
2025-01-13,20,ST003,MD036,0,0.0,0
2025-01-20,21,ST003,MD036,0,0.0,0
2025-01-27,22,ST003,MD036,0,0.0,0
2025-02-03,23,ST003,MD036,0,0.0,0
2025-02-10,24,ST003,MD036,0,0.0,0
2025-02-17,25,ST003,MD036,0,0.0,0
2025-02-24,26,ST003,MD036,0,0.0,0
2025-03-03,27,ST003,MD036,0,0.0,0
2025-03-10,28,ST003,MD036,0,0.0,0
2025-03-17,29,ST003,MD036,0,0.0,0
2025-03-24,30,ST003,MD036,0,0.0,0
2025-03-31,31,ST003,MD036,0,0.0,0
2025-04-07,32,ST003,MD036,0,0.0,0
2025-04-14,33,ST003,MD036,0,0.0,0
2025-04-21,34,ST003,MD036,0,0.0,0
2025-04-28,35,ST003,MD036,0,0.0,0
2025-05-05,36,ST003,MD036,0,0.0,0
2025-05-12,37,ST003,MD036,0,0.0,0
2025-05-19,38,ST003,MD036,0,0.0,0
2025-05-26,39,ST003,MD036,0,0.0,0
2025-06-02,40,ST003,MD036,0,0.0,0
2025-06-09,41,ST003,MD036,0,0.0,0
2025-06-16,42,ST003,MD036,0,0.0,0
2025-06-23,43,ST003,MD036,0,0.0,0
2025-06-30,44,ST003,MD036,0,0.0,0
2025-07-07,45,ST003,MD036,0,0.0,0
2025-07-14,46,ST003,MD036,0,0.0,0
2025-07-21,47,ST003,MD036,0,0.0,0
2025-07-28,48,ST003,MD036,0,0.0,0
2025-08-04,49,ST003,MD036,0,0.0,0
2025-08-11,50,ST003,MD036,0,0.0,0
2025-08-18,51,ST003,MD036,0,0.0,0
2025-08-25,52,ST003,MD036,0,0.0,0
2024-09-02,1,ST003,MD037,0,0.0,0
2024-09-09,2,ST003,MD037,0,0.0,0
2024-09-16,3,ST003,MD037,0,0.0,0
2024-09-23,4,ST003,MD037,0,0.0,0
2024-09-30,5,ST003,MD037,0,0.0,0
2024-10-07,6,ST003,MD037,4,141600.0,1
2024-10-14,7,ST003,MD037,0,0.0,0
2024-10-21,8,ST003,MD037,3,106200.0,0
2024-10-28,9,ST003,MD037,8,283200.0,1
2024-11-04,10,ST003,MD037,4,141600.0,0
2024-11-11,11,ST003,MD037,2,70800.0,0
2024-11-18,12,ST003,MD037,2,70800.0,0
2024-11-25,13,ST003,MD037,5,177000.0,0
2024-12-02,14,ST003,MD037,7,247800.0,0
2024-12-09,15,ST003,MD037,8,283200.0,0
2024-12-16,16,ST003,MD037,9,318600.0,0
2024-12-23,17,ST003,MD037,8,283200.0,0
2024-12-30,18,ST003,MD037,8,283200.0,0
2025-01-06,19,ST003,MD037,13,460200.0,0
2025-01-13,20,ST003,MD037,12,424800.0,0
2025-01-20,21,ST003,MD037,6,212400.0,0
2025-01-27,22,ST003,MD037,7,247800.0,0
2025-02-03,23,ST003,MD037,9,318600.0,0
2025-02-10,24,ST003,MD037,7,247800.0,0
2025-02-17,25,ST003,MD037,5,177000.0,0
2025-02-24,26,ST003,MD037,8,283200.0,0
2025-03-03,27,ST003,MD037,9,318600.0,0
2025-03-10,28,ST003,MD037,4,141600.0,0
2025-03-17,29,ST003,MD037,6,212400.0,0
2025-03-24,30,ST003,MD037,4,141600.0,0
2025-03-31,31,ST003,MD037,3,106200.0,0
2025-04-07,32,ST003,MD037,9,318600.0,0
2025-04-14,33,ST003,MD037,2,70800.0,0
2025-04-21,34,ST003,MD037,8,283200.0,0
2025-04-28,35,ST003,MD037,5,177000.0,0
2025-05-05,36,ST003,MD037,3,106200.0,0
2025-05-12,37,ST003,MD037,3,106200.0,0
2025-05-19,38,ST003,MD037,4,141600.0,0
2025-05-26,39,ST003,MD037,4,141600.0,0
2025-06-02,40,ST003,MD037,3,106200.0,0
2025-06-09,41,ST003,MD037,0,0.0,0
2025-06-16,42,ST003,MD037,3,106200.0,0
2025-06-23,43,ST003,MD037,3,106200.0,0
2025-06-30,44,ST003,MD037,1,35400.0,0
2025-07-07,45,ST003,MD037,0,0.0,0
2025-07-14,46,ST003,MD037,2,70800.0,0
2025-07-21,47,ST003,MD037,1,35400.0,0
2025-07-28,48,ST003,MD037,0,0.0,0
2025-08-04,49,ST003,MD037,0,0.0,0
2025-08-11,50,ST003,MD037,0,0.0,0
2025-08-18,51,ST003,MD037,0,0.0,0
2025-08-25,52,ST003,MD037,2,70800.0,0
2024-09-02,1,ST003,MD038,0,0.0,0
2024-09-09,2,ST003,MD038,0,0.0,0
2024-09-16,3,ST003,MD038,0,0.0,0
2024-09-23,4,ST003,MD038,0,0.0,0
2024-09-30,5,ST003,MD038,0,0.0,0
2024-10-07,6,ST003,MD038,0,0.0,1
2024-10-14,7,ST003,MD038,0,0.0,0
2024-10-21,8,ST003,MD038,0,0.0,0
2024-10-28,9,ST003,MD038,0,0.0,1
2024-11-04,10,ST003,MD038,0,0.0,0
2024-11-11,11,ST003,MD038,0,0.0,0
2024-11-18,12,ST003,MD038,0,0.0,0
2024-11-25,13,ST003,MD038,0,0.0,0
2024-12-02,14,ST003,MD038,0,0.0,0
2024-12-09,15,ST003,MD038,0,0.0,0
2024-12-16,16,ST003,MD038,0,0.0,0
2024-12-23,17,ST003,MD038,0,0.0,0
2024-12-30,18,ST003,MD038,0,0.0,0
2025-01-06,19,ST003,MD038,0,0.0,0
2025-01-13,20,ST003,MD038,0,0.0,0
2025-01-20,21,ST003,MD038,0,0.0,0
2025-01-27,22,ST003,MD038,0,0.0,0
2025-02-03,23,ST003,MD038,0,0.0,0
2025-02-10,24,ST003,MD038,0,0.0,0
2025-02-17,25,ST003,MD038,0,0.0,0
2025-02-24,26,ST003,MD038,0,0.0,0
2025-03-03,27,ST003,MD038,0,0.0,0
2025-03-10,28,ST003,MD038,0,0.0,0
2025-03-17,29,ST003,MD038,0,0.0,0
2025-03-24,30,ST003,MD038,0,0.0,0
2025-03-31,31,ST003,MD038,0,0.0,0
2025-04-07,32,ST003,MD038,0,0.0,0
2025-04-14,33,ST003,MD038,0,0.0,0
2025-04-21,34,ST003,MD038,0,0.0,0
2025-04-28,35,ST003,MD038,0,0.0,0
2025-05-05,36,ST003,MD038,0,0.0,0
2025-05-12,37,ST003,MD038,0,0.0,0
2025-05-19,38,ST003,MD038,0,0.0,0
2025-05-26,39,ST003,MD038,0,0.0,0
2025-06-02,40,ST003,MD038,0,0.0,0
2025-06-09,41,ST003,MD038,0,0.0,0
2025-06-16,42,ST003,MD038,0,0.0,0
2025-06-23,43,ST003,MD038,0,0.0,0
2025-06-30,44,ST003,MD038,1,39900.0,0
2025-07-07,45,ST003,MD038,2,79800.0,0
2025-07-14,46,ST003,MD038,2,79800.0,0
2025-07-21,47,ST003,MD038,6,239400.0,0
2025-07-28,48,ST003,MD038,9,359100.0,0
2025-08-04,49,ST003,MD038,2,79800.0,0
2025-08-11,50,ST003,MD038,4,159600.0,0
2025-08-18,51,ST003,MD038,7,279300.0,0
2025-08-25,52,ST003,MD038,7,279300.0,0
2024-09-02,1,ST003,MD039,0,0.0,0
2024-09-09,2,ST003,MD039,0,0.0,0
2024-09-16,3,ST003,MD039,0,0.0,0
2024-09-23,4,ST003,MD039,0,0.0,0
2024-09-30,5,ST003,MD039,0,0.0,0
2024-10-07,6,ST003,MD039,1,51000.0,1
2024-10-14,7,ST003,MD039,1,51000.0,0
2024-10-21,8,ST003,MD039,1,51000.0,0
2024-10-28,9,ST003,MD039,2,102000.0,1
2024-11-04,10,ST003,MD039,1,51000.0,0
2024-11-11,11,ST003,MD039,5,255000.0,0
2024-11-18,12,ST003,MD039,1,51000.0,0
2024-11-25,13,ST003,MD039,4,204000.0,0
2024-12-02,14,ST003,MD039,2,102000.0,0
2024-12-09,15,ST003,MD039,1,51000.0,0
2024-12-16,16,ST003,MD039,4,204000.0,0
2024-12-23,17,ST003,MD039,2,102000.0,0
2024-12-30,18,ST003,MD039,1,51000.0,0
2025-01-06,19,ST003,MD039,5,255000.0,0
2025-01-13,20,ST003,MD039,1,51000.0,0
2025-01-20,21,ST003,MD039,2,102000.0,0
2025-01-27,22,ST003,MD039,6,306000.0,0
2025-02-03,23,ST003,MD039,3,153000.0,0
2025-02-10,24,ST003,MD039,2,102000.0,0
2025-02-17,25,ST003,MD039,6,306000.0,0
2025-02-24,26,ST003,MD039,0,0.0,0
2025-03-03,27,ST003,MD039,2,102000.0,0
2025-03-10,28,ST003,MD039,3,153000.0,0
2025-03-17,29,ST003,MD039,1,51000.0,0
2025-03-24,30,ST003,MD039,2,102000.0,0
2025-03-31,31,ST003,MD039,1,51000.0,0
2025-04-07,32,ST003,MD039,2,102000.0,0
2025-04-14,33,ST003,MD039,3,153000.0,0
2025-04-21,34,ST003,MD039,0,0.0,0
2025-04-28,35,ST003,MD039,2,102000.0,0
2025-05-05,36,ST003,MD039,3,153000.0,0
2025-05-12,37,ST003,MD039,1,51000.0,0
2025-05-19,38,ST003,MD039,2,102000.0,0
2025-05-26,39,ST003,MD039,0,0.0,0
2025-06-02,40,ST003,MD039,0,0.0,0
2025-06-09,41,ST003,MD039,0,0.0,0
2025-06-16,42,ST003,MD039,1,51000.0,0
2025-06-23,43,ST003,MD039,3,153000.0,0
2025-06-30,44,ST003,MD039,0,0.0,0
2025-07-07,45,ST003,MD039,2,102000.0,0
2025-07-14,46,ST003,MD039,2,102000.0,0
2025-07-21,47,ST003,MD039,1,51000.0,0
2025-07-28,48,ST003,MD039,1,51000.0,0
2025-08-04,49,ST003,MD039,1,51000.0,0
2025-08-11,50,ST003,MD039,1,51000.0,0
2025-08-18,51,ST003,MD039,1,51000.0,0
2025-08-25,52,ST003,MD039,0,0.0,0
2024-09-02,1,ST003,MD040,0,0.0,0
2024-09-09,2,ST003,MD040,1,60000.0,0
2024-09-16,3,ST003,MD040,0,0.0,0
2024-09-23,4,ST003,MD040,0,0.0,0
2024-09-30,5,ST003,MD040,1,60000.0,0
2024-10-07,6,ST003,MD040,2,120000.0,1
2024-10-14,7,ST003,MD040,0,0.0,0
2024-10-21,8,ST003,MD040,2,120000.0,0
2024-10-28,9,ST003,MD040,1,60000.0,1
2024-11-04,10,ST003,MD040,0,0.0,0
2024-11-11,11,ST003,MD040,0,0.0,0
2024-11-18,12,ST003,MD040,0,0.0,0
2024-11-25,13,ST003,MD040,1,60000.0,0
2024-12-02,14,ST003,MD040,0,0.0,0
2024-12-09,15,ST003,MD040,1,60000.0,0
2024-12-16,16,ST003,MD040,0,0.0,0
2024-12-23,17,ST003,MD040,0,0.0,0
2024-12-30,18,ST003,MD040,1,60000.0,0
2025-01-06,19,ST003,MD040,0,0.0,0
2025-01-13,20,ST003,MD040,1,60000.0,0
