forecast_week,store_id,model_id,category,store_segment,tier,price,forecast_units,available_units,demand_cap,priority_score,priority_per_rupee,allocated_units,allocated_value,unmet_forecast_units
53,ST004,MD047,Upper-mid,Premium,Tier 1,62300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD048,Upper-mid,Premium,Tier 1,59900.0,0.25,4,0,0.24937500000000004,4.163188647746245e-06,0,0.0,0.25
53,ST004,MD049,Premium,Premium,Tier 1,70500.0,0.5,3,0,0.4987500000000001,7.074468085106384e-06,0,0.0,0.5
53,ST004,MD050,Premium,Premium,Tier 1,97100.0,0.5,14,0,0.55125,5.677136972193615e-06,0,0.0,0.5
53,ST004,MD051,Premium,Premium,Tier 1,82400.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST004,MD052,Premium,Premium,Tier 1,96000.0,0.75,14,0,0.8268750000000001,8.613281250000001e-06,0,0.0,0.75
53,ST004,MD053,Premium,Premium,Tier 1,82100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD054,Premium,Premium,Tier 1,74400.0,0.25,1,0,0.266875,3.5870295698924726e-06,0,0.0,0.25
53,ST004,MD055,Premium,Premium,Tier 1,75000.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST004,MD056,Flagship,Premium,Tier 1,102800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD057,Flagship,Premium,Tier 1,119700.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST004,MD058,Flagship,Premium,Tier 1,150000.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST004,MD059,Flagship,Premium,Tier 1,128600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST004,MD060,Flagship,Premium,Tier 1,105100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD038,Mid-range,Premium,Tier 1,39900.0,4.0,37,4,4.41,0.00011052631578947369,4,159600.0,0.0
53,ST005,MD044,Upper-mid,Premium,Tier 1,66900.0,2.0,10,2,2.205,3.295964125560538e-05,2,133800.0,0.0
53,ST005,MD035,Mid-range,Premium,Tier 1,32400.0,4.0,19,4,4.41,0.00013611111111111113,4,129600.0,0.0
53,ST005,MD057,Flagship,Premium,Tier 1,119700.0,1.5,2,1,1.49625,1.25e-05,1,119700.0,0.5
53,ST005,MD019,Budget,Premium,Tier 1,25600.0,4.0,23,4,4.3471186440677965,0.0001698093220338983,4,102400.0,0.0
53,ST005,MD027,Mid-range,Premium,Tier 1,46300.0,2.5,27,2,2.75625,5.953023758099352e-05,2,92600.0,0.5
53,ST005,MD046,Upper-mid,Premium,Tier 1,71500.0,1.0,5,1,0.9975000000000002,1.3951048951048953e-05,1,71500.0,0.0
53,ST005,MD043,Upper-mid,Premium,Tier 1,59500.0,1.0,6,1,0.9975000000000002,1.6764705882352943e-05,1,59500.0,0.0
53,ST005,MD039,Upper-mid,Premium,Tier 1,51000.0,1.5,12,1,1.5920270270270274,3.1216216216216224e-05,1,51000.0,0.5
53,ST005,MD037,Mid-range,Premium,Tier 1,35400.0,1.5,6,1,1.49625,4.2266949152542374e-05,1,35400.0,0.5
53,ST005,MD024,Budget,Premium,Tier 1,16600.0,2.0,19,2,2.1547826086956525,0.00012980618124672607,2,33200.0,0.0
53,ST005,MD001,Keypad,Premium,Tier 1,7600.0,0.25,6,0,0.24937500000000004,3.2812500000000005e-05,0,0.0,0.25
53,ST005,MD002,Keypad,Premium,Tier 1,7900.0,0.5,17,0,0.4987500000000001,6.313291139240507e-05,0,0.0,0.5
53,ST005,MD003,Keypad,Premium,Tier 1,6300.0,0.75,14,0,0.8268750000000001,0.00013125000000000002,0,0.0,0.75
53,ST005,MD004,Keypad,Premium,Tier 1,8800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD005,Entry,Premium,Tier 1,11600.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST005,MD006,Entry,Premium,Tier 1,13100.0,0.5,16,0,0.4987500000000001,3.807251908396947e-05,0,0.0,0.5
53,ST005,MD007,Entry,Premium,Tier 1,14300.0,0.5,4,0,0.55125,3.854895104895105e-05,0,0.0,0.5
53,ST005,MD008,Entry,Premium,Tier 1,8500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD009,Entry,Premium,Tier 1,11500.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST005,MD010,Entry,Premium,Tier 1,9800.0,4.5,121,4,4.961250000000001,0.0005062500000000001,0,0.0,4.5
53,ST005,MD011,Entry,Premium,Tier 1,12100.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST005,MD012,Entry,Premium,Tier 1,9100.0,4.25,132,4,4.685625000000001,0.0005149038461538462,0,0.0,4.25
53,ST005,MD013,Entry,Premium,Tier 1,14500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD014,Budget,Premium,Tier 1,20600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD015,Budget,Premium,Tier 1,16700.0,0.5,5,0,0.4987500000000001,2.986526946107785e-05,0,0.0,0.5
53,ST005,MD016,Budget,Premium,Tier 1,23300.0,2.5,69,2,2.75625,0.00011829399141630902,0,0.0,2.5
53,ST005,MD017,Budget,Premium,Tier 1,19500.0,0.25,8,0,0.24937500000000004,1.2788461538461541e-05,0,0.0,0.25
53,ST005,MD018,Budget,Premium,Tier 1,15900.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST005,MD020,Budget,Premium,Tier 1,19500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST005,MD021,Budget,Premium,Tier 1,25200.0,2.25,62,2,2.4806250000000003,9.843750000000001e-05,0,0.0,2.25
53,ST005,MD022,Budget,Premium,Tier 1,21400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD023,Budget,Premium,Tier 1,21300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD025,Budget,Premium,Tier 1,16000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD026,Mid-range,Premium,Tier 1,31900.0,0.25,1,0,0.24937500000000004,7.817398119122259e-06,0,0.0,0.25
53,ST005,MD028,Mid-range,Premium,Tier 1,36500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD029,Mid-range,Premium,Tier 1,31600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD030,Mid-range,Premium,Tier 1,27200.0,0.5,9,0,0.4987500000000001,1.8336397058823532e-05,0,0.0,0.5
53,ST005,MD031,Mid-range,Premium,Tier 1,38400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD032,Mid-range,Premium,Tier 1,42200.0,0.25,7,0,0.24937500000000004,5.909360189573461e-06,0,0.0,0.25
53,ST005,MD033,Mid-range,Premium,Tier 1,36100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD034,Mid-range,Premium,Tier 1,44100.0,0.25,1,0,0.24937500000000004,5.654761904761906e-06,0,0.0,0.25
53,ST005,MD036,Mid-range,Premium,Tier 1,36400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD040,Upper-mid,Premium,Tier 1,60000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD041,Upper-mid,Premium,Tier 1,69300.0,0.25,2,0,0.24937500000000004,3.598484848484849e-06,0,0.0,0.25
53,ST005,MD042,Upper-mid,Premium,Tier 1,48300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD045,Upper-mid,Premium,Tier 1,52500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD047,Upper-mid,Premium,Tier 1,62300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD048,Upper-mid,Premium,Tier 1,59900.0,0.25,4,0,0.24937500000000004,4.163188647746245e-06,0,0.0,0.25
53,ST005,MD049,Premium,Premium,Tier 1,70500.0,0.5,3,0,0.5080645161290323,7.206588881262869e-06,0,0.0,0.5
53,ST005,MD050,Premium,Premium,Tier 1,97100.0,0.0,14,0,0.0,0.0,0,0.0,0.0
53,ST005,MD051,Premium,Premium,Tier 1,82400.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST005,MD052,Premium,Premium,Tier 1,96000.0,0.5,14,0,0.55125,5.7421875e-06,0,0.0,0.5
53,ST005,MD053,Premium,Premium,Tier 1,82100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD054,Premium,Premium,Tier 1,74400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD055,Premium,Premium,Tier 1,75000.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST005,MD056,Flagship,Premium,Tier 1,102800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD058,Flagship,Premium,Tier 1,150000.0,0.5,2,0,0.55125,3.675e-06,0,0.0,0.5
53,ST005,MD059,Flagship,Premium,Tier 1,128600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST005,MD060,Flagship,Premium,Tier 1,105100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD050,Premium,Premium,Tier 1,97100.0,3.25,14,3,3.5831250000000003,3.69013903192585e-05,3,291300.0,0.25
53,ST006,MD016,Budget,Premium,Tier 1,23300.0,10.75,69,10,11.851875,0.0005086641630901288,10,233000.0,0.75
53,ST006,MD021,Budget,Premium,Tier 1,25200.0,8.25,62,8,9.095625,0.0003609375,8,201600.0,0.25
53,ST006,MD038,Mid-range,Premium,Tier 1,39900.0,4.5,37,4,4.961250000000001,0.00012434210526315791,4,159600.0,0.5
53,ST006,MD010,Entry,Premium,Tier 1,9800.0,12.0,121,12,13.230000000000002,0.0013500000000000003,12,117600.0,0.0
53,ST006,MD055,Premium,Premium,Tier 1,75000.0,1.5,5,1,1.49625,1.995e-05,1,75000.0,0.5
53,ST006,MD044,Upper-mid,Premium,Tier 1,66900.0,1.25,10,1,1.378125,2.0599775784753363e-05,1,66900.0,0.25
53,ST006,MD012,Entry,Premium,Tier 1,9100.0,7.75,132,7,8.544375000000002,0.000938942307692308,7,63700.0,0.75
53,ST006,MD039,Upper-mid,Premium,Tier 1,51000.0,1.5,12,1,1.49625,2.9338235294117648e-05,1,51000.0,0.5
53,ST006,MD030,Mid-range,Premium,Tier 1,27200.0,1.25,9,1,1.246875,4.5840992647058824e-05,1,27200.0,0.25
53,ST006,MD006,Entry,Premium,Tier 1,13100.0,2.75,16,2,2.7431250000000005,0.0002093988549618321,2,26200.0,0.75
53,ST006,MD019,Budget,Premium,Tier 1,25600.0,1.75,23,1,1.7456250000000002,6.818847656250001e-05,1,25600.0,0.75
53,ST006,MD002,Keypad,Premium,Tier 1,7900.0,1.0,17,1,0.9975000000000002,0.00012626582278481014,1,7900.0,0.0
53,ST006,MD001,Keypad,Premium,Tier 1,7600.0,0.0,6,0,0.0,0.0,0,0.0,0.0
53,ST006,MD003,Keypad,Premium,Tier 1,6300.0,0.25,14,0,0.275625,4.375e-05,0,0.0,0.25
53,ST006,MD004,Keypad,Premium,Tier 1,8800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD005,Entry,Premium,Tier 1,11600.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST006,MD007,Entry,Premium,Tier 1,14300.0,0.0,4,0,0.0,0.0,0,0.0,0.0
53,ST006,MD008,Entry,Premium,Tier 1,8500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD009,Entry,Premium,Tier 1,11500.0,0.25,3,0,0.24937500000000004,2.1684782608695657e-05,0,0.0,0.25
53,ST006,MD011,Entry,Premium,Tier 1,12100.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST006,MD013,Entry,Premium,Tier 1,14500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD014,Budget,Premium,Tier 1,20600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD015,Budget,Premium,Tier 1,16700.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST006,MD017,Budget,Premium,Tier 1,19500.0,0.5,8,0,0.4987500000000001,2.5576923076923082e-05,0,0.0,0.5
53,ST006,MD018,Budget,Premium,Tier 1,15900.0,0.75,3,0,0.748125,4.705188679245283e-05,0,0.0,0.75
53,ST006,MD020,Budget,Premium,Tier 1,19500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST006,MD022,Budget,Premium,Tier 1,21400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD023,Budget,Premium,Tier 1,21300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD024,Budget,Premium,Tier 1,16600.0,0.75,19,0,0.748125,4.506777108433735e-05,0,0.0,0.75
53,ST006,MD025,Budget,Premium,Tier 1,16000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD026,Mid-range,Premium,Tier 1,31900.0,0.25,1,0,0.24937500000000004,7.817398119122259e-06,0,0.0,0.25
53,ST006,MD027,Mid-range,Premium,Tier 1,46300.0,0.25,27,0,0.25875000000000004,5.588552915766739e-06,0,0.0,0.25
53,ST006,MD028,Mid-range,Premium,Tier 1,36500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD029,Mid-range,Premium,Tier 1,31600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD031,Mid-range,Premium,Tier 1,38400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD032,Mid-range,Premium,Tier 1,42200.0,0.75,7,0,0.748125,1.772808056872038e-05,0,0.0,0.75
53,ST006,MD033,Mid-range,Premium,Tier 1,36100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD034,Mid-range,Premium,Tier 1,44100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD035,Mid-range,Premium,Tier 1,32400.0,0.25,19,0,0.24937500000000004,7.69675925925926e-06,0,0.0,0.25
53,ST006,MD036,Mid-range,Premium,Tier 1,36400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD037,Mid-range,Premium,Tier 1,35400.0,0.25,6,0,0.24937500000000004,7.04449152542373e-06,0,0.0,0.25
53,ST006,MD040,Upper-mid,Premium,Tier 1,60000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD041,Upper-mid,Premium,Tier 1,69300.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST006,MD042,Upper-mid,Premium,Tier 1,48300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD043,Upper-mid,Premium,Tier 1,59500.0,0.25,6,0,0.24937500000000004,4.191176470588236e-06,0,0.0,0.25
53,ST006,MD045,Upper-mid,Premium,Tier 1,52500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD046,Upper-mid,Premium,Tier 1,71500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST006,MD047,Upper-mid,Premium,Tier 1,62300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD048,Upper-mid,Premium,Tier 1,59900.0,0.25,4,0,0.24937500000000004,4.163188647746245e-06,0,0.0,0.25
53,ST006,MD049,Premium,Premium,Tier 1,70500.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST006,MD051,Premium,Premium,Tier 1,82400.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST006,MD052,Premium,Premium,Tier 1,96000.0,0.5,14,0,0.55125,5.7421875e-06,0,0.0,0.5
53,ST006,MD053,Premium,Premium,Tier 1,82100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD054,Premium,Premium,Tier 1,74400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD056,Flagship,Premium,Tier 1,102800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD057,Flagship,Premium,Tier 1,119700.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST006,MD058,Flagship,Premium,Tier 1,150000.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST006,MD059,Flagship,Premium,Tier 1,128600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST006,MD060,Flagship,Premium,Tier 1,105100.0,0.25,1,0,0.27204545454545453,2.5884439062364847e-06,0,0.0,0.25
53,ST007,MD050,Premium,Premium,Tier 1,97100.0,2.0,14,2,2.205,2.270854788877446e-05,2,194200.0,0.0
53,ST007,MD012,Entry,Premium,Tier 1,9100.0,14.25,132,14,15.710625,0.0017264423076923077,14,127400.0,0.25
53,ST007,MD052,Premium,Premium,Tier 1,96000.0,1.0,14,1,1.1025,1.1484375e-05,1,96000.0,0.0
53,ST007,MD038,Mid-range,Premium,Tier 1,39900.0,2.0,37,2,2.205,5.5263157894736845e-05,2,79800.0,0.0
53,ST007,MD021,Budget,Premium,Tier 1,25200.0,3.5,62,3,3.8587500000000006,0.00015312500000000002,3,75600.0,0.5
53,ST007,MD017,Budget,Premium,Tier 1,19500.0,2.0,8,2,1.9950000000000003,0.00010230769230769233,2,39000.0,0.0
53,ST007,MD019,Budget,Premium,Tier 1,25600.0,1.5,23,1,1.6267164179104476,6.354361007462686e-05,1,25600.0,0.5
53,ST007,MD024,Budget,Premium,Tier 1,16600.0,1.75,19,1,1.7456250000000002,0.00010515813253012049,1,16600.0,0.75
53,ST007,MD003,Keypad,Premium,Tier 1,6300.0,1.75,14,1,1.9293750000000003,0.00030625000000000004,1,6300.0,0.75
53,ST007,MD001,Keypad,Premium,Tier 1,7600.0,0.25,6,0,0.24937500000000004,3.2812500000000005e-05,0,0.0,0.25
53,ST007,MD002,Keypad,Premium,Tier 1,7900.0,0.25,17,0,0.24937500000000004,3.1566455696202536e-05,0,0.0,0.25
53,ST007,MD004,Keypad,Premium,Tier 1,8800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD005,Entry,Premium,Tier 1,11600.0,0.25,2,0,0.275625,2.3760775862068967e-05,0,0.0,0.25
53,ST007,MD006,Entry,Premium,Tier 1,13100.0,0.0,16,0,0.0,0.0,0,0.0,0.0
53,ST007,MD007,Entry,Premium,Tier 1,14300.0,0.0,4,0,0.0,0.0,0,0.0,0.0
53,ST007,MD008,Entry,Premium,Tier 1,8500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD009,Entry,Premium,Tier 1,11500.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST007,MD010,Entry,Premium,Tier 1,9800.0,2.0,121,2,2.205,0.000225,0,0.0,2.0
53,ST007,MD011,Entry,Premium,Tier 1,12100.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST007,MD013,Entry,Premium,Tier 1,14500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD014,Budget,Premium,Tier 1,20600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD015,Budget,Premium,Tier 1,16700.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST007,MD016,Budget,Premium,Tier 1,23300.0,1.75,69,1,1.9293750000000003,8.280579399141632e-05,0,0.0,1.75
53,ST007,MD018,Budget,Premium,Tier 1,15900.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST007,MD020,Budget,Premium,Tier 1,19500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST007,MD022,Budget,Premium,Tier 1,21400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD023,Budget,Premium,Tier 1,21300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD025,Budget,Premium,Tier 1,16000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD026,Mid-range,Premium,Tier 1,31900.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD027,Mid-range,Premium,Tier 1,46300.0,0.75,27,0,0.8268750000000001,1.7859071274298058e-05,0,0.0,0.75
53,ST007,MD028,Mid-range,Premium,Tier 1,36500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD029,Mid-range,Premium,Tier 1,31600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD030,Mid-range,Premium,Tier 1,27200.0,0.25,9,0,0.24937500000000004,9.168198529411766e-06,0,0.0,0.25
53,ST007,MD031,Mid-range,Premium,Tier 1,38400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD032,Mid-range,Premium,Tier 1,42200.0,0.5,7,0,0.4987500000000001,1.1818720379146922e-05,0,0.0,0.5
53,ST007,MD033,Mid-range,Premium,Tier 1,36100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD034,Mid-range,Premium,Tier 1,44100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD035,Mid-range,Premium,Tier 1,32400.0,0.75,19,0,0.755357142857143,2.3313492063492066e-05,0,0.0,0.75
53,ST007,MD036,Mid-range,Premium,Tier 1,36400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD037,Mid-range,Premium,Tier 1,35400.0,0.5,6,0,0.4987500000000001,1.408898305084746e-05,0,0.0,0.5
53,ST007,MD039,Upper-mid,Premium,Tier 1,51000.0,0.75,12,0,0.748125,1.4669117647058824e-05,0,0.0,0.75
53,ST007,MD040,Upper-mid,Premium,Tier 1,60000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD041,Upper-mid,Premium,Tier 1,69300.0,0.25,2,0,0.24937500000000004,3.598484848484849e-06,0,0.0,0.25
53,ST007,MD042,Upper-mid,Premium,Tier 1,48300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD043,Upper-mid,Premium,Tier 1,59500.0,0.25,6,0,0.24937500000000004,4.191176470588236e-06,0,0.0,0.25
53,ST007,MD044,Upper-mid,Premium,Tier 1,66900.0,0.25,10,0,0.275625,4.119955156950672e-06,0,0.0,0.25
53,ST007,MD045,Upper-mid,Premium,Tier 1,52500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD046,Upper-mid,Premium,Tier 1,71500.0,0.5,5,0,0.55125,7.70979020979021e-06,0,0.0,0.5
53,ST007,MD047,Upper-mid,Premium,Tier 1,62300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD048,Upper-mid,Premium,Tier 1,59900.0,0.0,4,0,0.0,0.0,0,0.0,0.0
53,ST007,MD049,Premium,Premium,Tier 1,70500.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST007,MD051,Premium,Premium,Tier 1,82400.0,0.5,2,0,0.4987500000000001,6.052791262135923e-06,0,0.0,0.5
53,ST007,MD053,Premium,Premium,Tier 1,82100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD054,Premium,Premium,Tier 1,74400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD055,Premium,Premium,Tier 1,75000.0,0.5,5,0,0.4987500000000001,6.650000000000001e-06,0,0.0,0.5
53,ST007,MD056,Flagship,Premium,Tier 1,102800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD057,Flagship,Premium,Tier 1,119700.0,0.25,2,0,0.24937500000000004,2.083333333333334e-06,0,0.0,0.25
53,ST007,MD058,Flagship,Premium,Tier 1,150000.0,0.25,2,0,0.275625,1.8375e-06,0,0.0,0.25
53,ST007,MD059,Flagship,Premium,Tier 1,128600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST007,MD060,Flagship,Premium,Tier 1,105100.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD050,Premium,Premium,Tier 1,97100.0,6.0,14,6,6.615000000000001,6.81256436663234e-05,6,582600.0,0.0
53,ST008,MD052,Premium,Premium,Tier 1,96000.0,3.5,14,3,3.8587500000000006,4.019531250000001e-05,3,288000.0,0.5
53,ST008,MD027,Mid-range,Premium,Tier 1,46300.0,3.0,27,3,3.3075000000000006,7.143628509719223e-05,3,138900.0,0.0
53,ST008,MD032,Mid-range,Premium,Tier 1,42200.0,2.25,7,2,2.2443750000000002,5.318424170616114e-05,2,84400.0,0.25
53,ST008,MD039,Upper-mid,Premium,Tier 1,51000.0,1.75,12,1,1.782546728971963,3.495189664650908e-05,1,51000.0,0.75
53,ST008,MD035,Mid-range,Premium,Tier 1,32400.0,1.5,19,1,1.49625,4.618055555555556e-05,1,32400.0,0.5
53,ST008,MD021,Budget,Premium,Tier 1,25200.0,3.0,62,3,3.3075000000000006,0.00013125000000000002,1,25200.0,2.0
53,ST008,MD001,Keypad,Premium,Tier 1,7600.0,0.0,6,0,0.0,0.0,0,0.0,0.0
53,ST008,MD002,Keypad,Premium,Tier 1,7900.0,0.0,17,0,0.0,0.0,0,0.0,0.0
53,ST008,MD003,Keypad,Premium,Tier 1,6300.0,0.25,14,0,0.275625,4.375e-05,0,0.0,0.25
53,ST008,MD004,Keypad,Premium,Tier 1,8800.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD005,Entry,Premium,Tier 1,11600.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST008,MD006,Entry,Premium,Tier 1,13100.0,0.25,16,0,0.24937500000000004,1.9036259541984735e-05,0,0.0,0.25
53,ST008,MD007,Entry,Premium,Tier 1,14300.0,0.5,4,0,0.55125,3.854895104895105e-05,0,0.0,0.5
53,ST008,MD008,Entry,Premium,Tier 1,8500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD009,Entry,Premium,Tier 1,11500.0,0.25,3,0,0.24937500000000004,2.1684782608695657e-05,0,0.0,0.25
53,ST008,MD010,Entry,Premium,Tier 1,9800.0,4.0,121,4,4.41,0.00045,0,0.0,4.0
53,ST008,MD011,Entry,Premium,Tier 1,12100.0,0.0,2,0,0.0,0.0,0,0.0,0.0
53,ST008,MD012,Entry,Premium,Tier 1,9100.0,3.75,132,3,4.134375,0.0004543269230769231,0,0.0,3.75
53,ST008,MD013,Entry,Premium,Tier 1,14500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD014,Budget,Premium,Tier 1,20600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD015,Budget,Premium,Tier 1,16700.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST008,MD016,Budget,Premium,Tier 1,23300.0,2.5,69,2,2.75625,0.00011829399141630902,0,0.0,2.5
53,ST008,MD017,Budget,Premium,Tier 1,19500.0,0.25,8,0,0.24937500000000004,1.2788461538461541e-05,0,0.0,0.25
53,ST008,MD018,Budget,Premium,Tier 1,15900.0,0.0,3,0,0.0,0.0,0,0.0,0.0
53,ST008,MD019,Budget,Premium,Tier 1,25600.0,0.5,23,0,0.4987500000000001,1.9482421875000002e-05,0,0.0,0.5
53,ST008,MD020,Budget,Premium,Tier 1,19500.0,0.0,5,0,0.0,0.0,0,0.0,0.0
53,ST008,MD022,Budget,Premium,Tier 1,21400.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD023,Budget,Premium,Tier 1,21300.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD024,Budget,Premium,Tier 1,16600.0,0.25,19,0,0.24937500000000004,1.5022590361445786e-05,0,0.0,0.25
53,ST008,MD025,Budget,Premium,Tier 1,16000.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD026,Mid-range,Premium,Tier 1,31900.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD028,Mid-range,Premium,Tier 1,36500.0,0.0,1,0,0.0,0.0,0,0.0,0.0
53,ST008,MD029,Mid-range,Premium,Tier 1,31600.0,0.0,1,0,0.0,0.0,0,0.0,0.0
